452 1458 1286 172 11.797 94.8378
#timestep,clever_speedup,fast_speedup,clever_time,fast_time,zero_time,clever_iter,fast_iter,zero_iter,clever_sav,fast_sav,tridiagTime,cuspHintTime,clever_iter_perc_savings,fast_iter_perc_savings,channel%%,current%%,solver%%
4.55,0.784636,1.2652,1.11974,0.694432,0.878592,1,1,2,1,1,0.42928,0.690464,50,50,2.6791,3.00792,94.313
4.56,0.806482,1.27896,1.10477,0.69664,0.890976,1,1,2,1,1,0.420224,0.684544,50,50,2.851,3.22914,93.9199
4.57,0.793455,1.2618,1.10698,0.696096,0.878336,1,1,2,1,1,0.41968,0.687296,50,50,2.78525,3.21459,94.0002
4.58,0.788529,1.22586,1.10858,0.713088,0.874144,1,1,2,1,1,0.419488,0.689088,50,50,2.79669,3.23071,93.9726
4.59,0.786012,1.24568,1.11139,0.70128,0.873568,1,1,2,1,1,0.424768,0.686624,50,50,2.72485,3.01525,94.2599
4.6,0.796272,1.2169,1.09872,0.718944,0.87488,1,1,2,1,1,0.418528,0.680192,50,50,2.80241,3.23207,93.9655
4.61,0.797165,1.24706,1.10166,0.704224,0.878208,1,1,2,1,1,0.420896,0.680768,50,50,2.86151,3.22704,93.9115
4.62,0.795553,1.2454,1.11254,0.710688,0.885088,1,1,2,1,1,0.419584,0.69296,50,50,2.77778,3.18619,94.036
4.63,0.785152,1.27,1.12109,0.693088,0.880224,1,1,2,1,1,0.427808,0.69328,50,50,2.65963,3.03112,94.3093
4.64,0.795544,1.26296,1.1031,0.694848,0.877568,1,1,2,1,1,0.422368,0.680736,50,50,2.81018,3.22994,93.9599
4.65,0.787156,1.18669,1.1127,0.73808,0.875872,1,1,2,1,1,0.432704,0.68,50,50,2.76832,3.2279,94.0038
4.66,1.15863,1.84886,1.11997,0.701856,1.29763,1,1,2,1,1,0.424416,0.695552,50,50,2.7877,3.2174,93.9949
4.67,0.791871,1.26474,1.11162,0.696,0.880256,1,1,2,1,1,0.4304,0.681216,50,50,2.72747,3.09077,94.1818
4.68,0.779428,1.2636,1.1271,0.695232,0.878496,1,1,2,1,1,0.419104,0.708,50,50,2.75389,3.16523,94.0809
4.69,0.811322,1.28366,1.10054,0.695584,0.892896,1,1,2,1,1,0.418048,0.682496,50,50,2.8149,3.19477,93.9903
4.7,0.796225,1.25151,1.11229,0.707648,0.885632,1,1,2,1,1,0.42,0.692288,50,50,2.77297,3.1923,94.0347
4.71,0.80297,1.28065,1.10765,0.694496,0.889408,1,1,2,1,1,0.42576,0.681888,50,50,2.65094,3.04327,94.3058
4.72,0.811719,1.28177,1.0993,0.69616,0.89232,1,1,2,1,1,0.419104,0.680192,50,50,2.80658,3.22236,93.9711
4.73,0.802006,1.26956,1.10064,0.695296,0.88272,1,1,2,1,1,0.419648,0.680992,50,50,2.82233,3.20483,93.9728
4.74,0.790032,1.25028,1.1159,0.70512,0.8816,1,1,2,1,1,0.41984,0.696064,50,50,2.79013,3.20259,94.0073
4.75,0.78473,1.23043,1.11443,0.710752,0.874528,1,1,2,1,1,0.426752,0.68768,50,50,2.7322,2.96507,94.3027
4.76,0.775228,1.26035,1.13082,0.695552,0.87664,1,1,2,1,1,0.4192,0.711616,50,50,2.80068,3.21028,93.989
4.77,0.798813,1.25218,1.10019,0.701856,0.878848,1,1,2,1,1,0.4184,0.681792,50,50,2.83684,3.20033,93.9628
4.78,0.797669,1.22312,1.10378,0.71984,0.880448,1,1,2,1,1,0.418432,0.685344,50,50,2.83116,3.26945,93.8994
4.79,0.782063,1.26447,1.12253,0.694272,0.877888,1,1,2,1,1,0.427776,0.694752,50,50,2.74535,3.11569,94.139
4.8,0.835937,1.32242,1.10221,0.696736,0.921376,1,1,2,1,1,0.420544,0.681664,50,50,2.82136,3.19518,93.9835
4.81,0.797133,1.26519,1.10259,0.694688,0.878912,1,1,2,1,1,0.42032,0.682272,50,50,2.85613,3.2404,93.9035
4.82,0.78707,1.25432,1.1073,0.694816,0.87152,1,1,2,1,1,0.420704,0.686592,50,50,2.8081,3.21818,93.9737
4.83,0.787867,1.26699,1.11885,0.695744,0.881504,1,1,2,1,1,0.42912,0.689728,50,50,2.74401,3.01086,94.2451
4.84,0.822777,1.30258,1.10035,0.69504,0.905344,1,1,2,1,1,0.41968,0.680672,50,50,2.81109,3.25092,93.938
4.85,0.814672,1.28337,1.09834,0.697216,0.894784,1,1,2,1,1,0.419264,0.679072,50,50,2.81837,3.26438,93.9173
4.86,0.821741,1.28755,1.11334,0.71056,0.91488,1,1,2,1,1,0.420384,0.69296,50,50,2.84186,3.17143,93.9867
4.87,0.832356,1.32187,1.10253,0.69424,0.917696,1,1,2,1,1,0.422944,0.679584,50,50,2.71283,3.06561,94.2216
4.88,0.81088,1.28535,1.1,0.693952,0.891968,1,1,2,1,1,0.419296,0.680704,50,50,2.81825,3.21734,93.9644
4.89,0.803082,1.26741,1.09837,0.695968,0.88208,1,1,2,1,1,0.41728,0.681088,50,50,2.85175,3.21027,93.938
4.9,0.78723,1.23765,1.11414,0.708672,0.877088,1,1,2,1,1,0.419072,0.695072,50,50,2.78827,3.23364,93.9781
4.91,0.793272,1.2695,1.11296,0.695456,0.88288,1,1,2,1,1,0.430368,0.682592,50,50,2.78925,3.29958,93.9112
4.92,0.766746,1.29128,1.17613,0.698368,0.901792,1,1,2,1,1,0.418272,0.757856,50,50,2.63259,3.06109,94.3063
4.93,0.551865,1.26249,1.59552,0.69744,0.880512,1,1,2,1,1,0.452672,1.14285,50,50,2.56454,2.29549,95.14
4.94,0.740557,1.25446,1.24278,0.733664,0.920352,1,1,2,1,1,0.418432,0.824352,50,50,2.50852,2.9055,94.586
4.95,0.793009,1.27428,1.11773,0.695584,0.886368,1,1,2,1,1,0.430944,0.686784,50,50,2.70241,3.09348,94.2041
4.96,0.783352,1.26619,1.12448,0.69568,0.880864,1,1,2,1,1,0.436416,0.688064,50,50,2.84225,3.20053,93.9572
4.97,0.781472,1.20096,1.12125,0.7296,0.876224,1,1,2,1,1,0.426528,0.69472,50,50,2.79424,3.24475,93.961
4.98,0.790805,1.22334,1.11222,0.718976,0.879552,1,1,2,1,1,0.425408,0.686816,50,50,2.82086,3.26668,93.9125
4.99,0.7979,1.26175,1.10931,0.701504,0.88512,1,1,2,1,1,0.430784,0.678528,50,50,2.77521,3.09021,94.1346
5,0.814369,1.30038,1.10774,0.693728,0.902112,1,1,2,1,1,0.427392,0.680352,50,50,2.82019,3.3083,93.8715
5.01,0.786011,1.25853,1.11677,0.697472,0.877792,1,1,2,1,1,0.435264,0.681504,50,50,2.8915,3.23847,93.87
5.02,0.776829,1.25212,1.1352,0.704288,0.881856,1,1,2,1,1,0.453248,0.681952,50,50,2.77284,3.18638,94.0408
5.03,0.782172,1.26551,1.12397,0.694688,0.879136,1,1,2,1,1,0.44384,0.680128,50,50,2.6998,3.03795,94.2622
5.04,0.794485,1.26169,1.10707,0.69712,0.879552,1,1,2,1,1,0.427488,0.679584,50,50,2.839,3.2624,93.8986
5.05,0.790146,1.26265,1.10934,0.694208,0.876544,1,1,2,1,1,0.428576,0.680768,50,50,2.81232,3.26208,93.9256
5.06,0.779647,1.25101,1.13389,0.706656,0.884032,1,1,2,1,1,0.446176,0.687712,50,50,2.80716,3.26574,93.9271
5.07,0.781846,1.26083,1.12141,0.695392,0.876768,1,1,2,1,1,0.441504,0.679904,50,50,2.75955,2.98548,94.255
5.08,0.813869,1.30391,1.11354,0.69504,0.906272,1,1,2,1,1,0.431072,0.682464,50,50,2.79817,3.30545,93.8964
5.09,0.80107,1.2719,1.1064,0.696832,0.886304,1,1,2,1,1,0.424608,0.681792,50,50,2.81491,3.2415,93.9436
5.1,0.793739,1.25735,1.12138,0.707904,0.89008,1,1,2,1,1,0.425824,0.695552,50,50,2.79461,3.22105,93.9843
5.11,0.790038,1.27456,1.12234,0.69568,0.886688,1,1,2,1,1,0.442496,0.67984,50,50,2.7504,3.04585,94.2038
5.12,0.802349,1.21642,1.10627,0.729696,0.887616,1,1,2,1,1,0.425792,0.68048,50,50,2.83091,3.24658,93.9225
5.13,0.800743,1.27803,1.11101,0.696096,0.889632,1,1,2,1,1,0.427072,0.683936,50,50,2.81431,3.23375,93.9519
5.14,0.790566,1.26299,1.116,0.69856,0.882272,1,1,2,1,1,0.428736,0.687264,50,50,2.79911,3.24632,93.9546
5.15,0.781692,1.26054,1.12282,0.696288,0.877696,1,1,2,1,1,0.43504,0.687776,50,50,2.75353,2.98724,94.2592
5.16,0.774026,1.26004,1.13245,0.695648,0.876544,1,1,2,1,1,0.436704,0.695744,50,50,2.83167,3.25098,93.9174
5.17,0.793082,1.26548,1.10822,0.694528,0.878912,1,1,2,1,1,0.425568,0.682656,50,50,2.83096,3.2594,93.9096
5.18,0.772596,1.21782,1.12589,0.714272,0.869856,1,1,2,1,1,0.431744,0.694144,50,50,2.78134,3.21417,94.0045
5.19,0.793196,1.24205,1.10899,0.708224,0.879648,1,1,2,1,1,0.428032,0.68096,50,50,2.71137,3.13519,94.1535
5.2,0.726438,1.21029,1.20602,0.723872,0.876096,1,1,2,1,1,0.427008,0.779008,50,50,2.62472,2.98537,94.3899
5.21,0.626265,1.1841,1.40035,0.74064,0.876992,1,1,2,1,1,0.717248,0.683104,50,50,2.32013,2.6134,95.0665
5.22,0.770635,1.21953,1.14138,0.721248,0.879584,1,1,2,1,1,0.443712,0.697664,50,50,2.73792,3.36185,93.9002
5.23,0.790513,1.25809,1.10838,0.696448,0.876192,1,1,2,1,1,0.426592,0.681792,50,50,2.77551,3.15844,94.0661
5.24,0.784802,1.25999,1.1151,0.69456,0.875136,1,1,2,1,1,0.433664,0.68144,50,50,2.80434,3.32157,93.8741
5.25,0.80235,1.28687,1.11373,0.6944,0.8936,1,1,2,1,1,0.43136,0.682368,50,50,2.8128,3.2366,93.9506
5.26,0.778731,1.25407,1.13382,0.704064,0.882944,1,1,2,1,1,0.444384,0.68944,50,50,2.74963,3.02885,94.2215
5.27,0.794424,1.26557,1.10643,0.694528,0.878976,1,1,2,1,1,0.426976,0.679456,50,50,2.85295,3.28999,93.8571
5.28,0.808565,1.28854,1.11043,0.6968,0.897856,1,1,2,1,1,0.429568,0.680864,50,50,2.82041,3.25348,93.9261
5.29,0.792069,1.25212,1.10714,0.700352,0.876928,1,1,2,1,1,0.426528,0.680608,50,50,2.81564,3.24464,93.9397
5.3,0.768963,1.19795,1.15597,0.742016,0.888896,1,1,2,1,1,0.43568,0.720288,50,50,2.62539,3.00679,94.3678
5.31,0.788382,1.26455,1.11386,0.694432,0.878144,1,1,2,1,1,0.434368,0.679488,50,50,2.8878,3.25721,93.855
5.32,0.791597,1.19861,1.112,0.7344,0.880256,1,1,2,1,1,0.429792,0.682208,50,50,2.7997,3.29154,93.9088
5.33,0.802107,1.26466,1.10589,0.701408,0.88704,1,1,2,1,1,0.424192,0.681696,50,50,2.82796,3.28978,93.8823
5.34,0.782418,1.24241,1.13862,0.717056,0.89088,1,1,2,1,1,0.436672,0.701952,50,50,2.66974,2.99584,94.3344
5.35,0.781638,1.26309,1.12269,0.694752,0.877536,1,1,2,1,1,0.426816,0.695872,50,50,2.76974,3.2519,93.9784
5.36,0.804664,1.26852,1.09923,0.69728,0.884512,1,1,2,1,1,0.42016,0.679072,50,50,2.87502,3.2467,93.8783
5.37,0.784665,1.22467,1.11306,0.713152,0.873376,1,1,2,1,1,0.419136,0.69392,50,50,2.79002,3.17392,94.0361
5.38,0.784884,1.26702,1.12922,0.69952,0.886304,1,1,2,1,1,0.428096,0.70112,50,50,2.63552,3.04181,94.3227
5.39,0.797221,1.20124,1.1007,0.730496,0.877504,1,1,2,1,1,0.419648,0.681056,50,50,2.86448,3.20854,93.927
5.4,0.798454,1.25299,1.10125,0.70176,0.879296,1,1,2,1,1,0.419424,0.681824,50,50,2.81167,3.24571,93.9426
5.41,0.797584,1.22386,1.10442,0.719744,0.880864,1,1,2,1,1,0.419488,0.684928,50,50,2.83864,3.23055,93.9308
5.42,0.784814,1.21147,1.11933,0.72512,0.878464,1,1,2,1,1,0.429696,0.689632,50,50,2.6874,3.02704,94.2856
5.43,0.799534,1.26658,1.09968,0.694176,0.879232,1,1,2,1,1,0.419136,0.680544,50,50,3.19638,3.23995,93.5637
5.44,0.801846,1.27174,1.09894,0.692896,0.881184,1,1,2,1,1,0.419872,0.679072,50,50,2.80811,3.1995,93.9924
5.45,0.791141,1.277,1.11248,0.689216,0.880128,1,1,2,1,1,0.430784,0.681696,50,50,2.76718,3.19457,94.0382
5.46,0.78838,1.26906,1.12246,0.697312,0.884928,1,1,2,1,1,0.433312,0.689152,50,50,2.70633,3.02346,94.2702
5.47,0.86588,1.32575,1.10445,0.721344,0.95632,1,1,2,1,1,0.423648,0.6808,50,50,2.86017,3.21396,93.9259
5.48,0.582349,1.2651,1.51123,0.695648,0.880064,1,1,2,1,1,0.831552,0.67968,50,50,2.07809,2.82515,95.0968
5.49,0.79941,1.23503,1.09549,0.709088,0.875744,1,1,2,1,1,0.418464,0.677024,50,50,2.82084,3.24068,93.9385
5.5,0.783232,1.24038,1.12326,0.70928,0.879776,1,1,2,1,1,0.426176,0.697088,50,50,2.7085,3.15902,94.1325
5.51,0.801018,1.26839,1.10032,0.69488,0.881376,1,1,2,1,1,0.420096,0.680224,50,50,2.85566,3.27063,93.8737
5.52,0.802098,1.26867,1.10131,0.696288,0.88336,1,1,2,1,1,0.420128,0.681184,50,50,2.82282,3.2214,93.9558
5.53,0.80825,1.27514,1.09376,0.69328,0.884032,1,1,2,1,1,0.418304,0.675456,50,50,2.84937,3.23405,93.9166
5.54,0.80195,1.28241,1.11907,0.699808,0.89744,1,1,2,1,1,0.42448,0.694592,50,50,2.66998,3.01518,94.3148
5.55,0.771746,1.25686,1.13418,0.696416,0.875296,1,1,2,1,1,0.419296,0.71488,50,50,2.77933,3.13504,94.0856
5.56,0.802819,1.27317,1.10128,0.694432,0.884128,1,1,2,1,1,0.41952,0.68176,50,50,2.84576,3.25503,93.8992
5.57,0.783238,1.27039,1.11872,0.689728,0.876224,1,1,2,1,1,0.419296,0.699424,50,50,2.77397,3.1641,94.0619
5.58,0.793351,1.25971,1.11555,0.70256,0.885024,1,1,2,1,1,0.42896,0.686592,50,50,2.67352,2.99283,94.3336
5.59,0.801019,1.25839,1.09904,0.699584,0.880352,1,1,2,1,1,0.418784,0.680256,50,50,2.79753,3.28156,93.9209
5.6,0.798463,1.26338,1.09923,0.69472,0.877696,1,1,2,1,1,0.41952,0.679712,50,50,2.7986,3.2281,93.9733
5.61,0.783735,1.23718,1.12262,0.711168,0.87984,1,1,2,1,1,0.421024,0.7016,50,50,2.8403,3.15648,94.0032
5.62,0.784586,1.25553,1.10982,0.693536,0.870752,1,1,2,1,1,0.423808,0.686016,50,50,2.68044,3.03656,94.283
5.63,0.777042,1.26008,1.12653,0.694688,0.87536,1,1,2,1,1,0.418816,0.707712,50,50,2.7955,3.20936,93.9951
5.64,0.799239,1.26858,1.10157,0.694016,0.880416,1,1,2,1,1,0.421312,0.680256,50,50,2.81902,3.23927,93.9417
5.65,0.796352,1.25553,1.09994,0.697664,0.875936,1,1,2,1,1,0.41872,0.681216,50,50,2.81089,3.2019,93.9872
5.66,0.787685,1.26655,1.11789,0.695232,0.880544,1,1,2,1,1,0.429664,0.688224,50,50,2.71934,2.94348,94.3372
5.67,0.798177,1.26351,1.09862,0.694016,0.876896,1,1,2,1,1,0.418272,0.680352,50,50,2.80156,3.2694,93.929
5.68,0.806314,1.27147,1.09984,0.697472,0.886816,1,1,2,1,1,0.419008,0.680832,50,50,2.81698,3.18346,93.9996
5.69,0.806401,1.25299,1.09587,0.70528,0.883712,1,1,2,1,1,0.417184,0.678688,50,50,2.80817,3.27712,93.9147
5.7,0.731771,1.26177,1.20864,0.70096,0.884448,1,1,2,1,1,0.427488,0.781152,50,50,2.45817,2.80182,94.74
5.71,0.809703,1.31414,1.12918,0.695744,0.914304,1,1,2,1,1,0.421088,0.708096,50,50,2.84177,3.17735,93.9809
5.72,0.80142,1.26739,1.09997,0.695552,0.881536,1,1,2,1,1,0.418304,0.681664,50,50,2.81209,3.24934,93.9386
5.73,0.787585,1.25267,1.11194,0.699104,0.875744,1,1,2,1,1,0.418176,0.69376,50,50,2.77868,3.20617,94.0152
5.74,0.730815,1.25781,1.20637,0.700928,0.881632,1,1,2,1,1,0.42912,0.777248,50,50,2.58651,2.74471,94.6688
5.75,1.18222,1.88412,1.11126,0.69728,1.31376,1,1,2,1,1,0.418112,0.693152,50,50,2.76357,3.23995,93.9965
5.76,0.786458,1.2606,1.11581,0.696128,0.877536,1,1,2,1,1,0.42064,0.695168,50,50,2.84552,3.19582,93.9587
5.77,0.787312,1.24943,1.11427,0.702144,0.87728,1,1,2,1,1,0.41824,0.696032,50,50,2.75001,3.18494,94.065
5.78,0.788918,1.26137,1.12381,0.70288,0.886592,1,1,2,1,1,0.427392,0.696416,50,50,2.6821,3.03112,94.2868
5.79,0.821926,1.27959,1.09779,0.705152,0.902304,1,1,2,1,1,0.418912,0.67888,50,50,2.86856,3.22987,93.9016
5.8,0.797406,1.26298,1.10029,0.694688,0.877376,1,1,2,1,1,0.420032,0.680256,50,50,2.81375,3.2563,93.93
5.81,0.7888,1.23285,1.10682,0.70816,0.873056,1,1,2,1,1,0.420352,0.686464,50,50,2.8514,3.22073,93.9279
5.82,0.793187,1.26838,1.11312,0.696096,0.882912,1,1,2,1,1,0.426688,0.686432,50,50,2.68189,2.99102,94.3271
5.83,0.790744,1.26565,1.1119,0.694688,0.879232,1,1,2,1,1,0.431616,0.680288,50,50,2.81458,3.23906,93.9464
5.84,0.797476,1.26125,1.10035,0.695744,0.877504,1,1,2,1,1,0.418944,0.681408,50,50,2.82545,3.21347,93.9611
5.85,0.795681,1.18321,1.10384,0.742304,0.878304,1,1,2,1,1,0.418784,0.685056,50,50,2.76877,3.2266,94.0046
5.86,0.790937,1.25916,1.10374,0.693312,0.872992,1,1,2,1,1,0.42528,0.678464,50,50,2.77323,3.07894,94.1478
5.87,0.824142,1.22174,1.09962,0.74176,0.90624,1,1,2,1,1,0.418592,0.681024,50,50,2.84316,3.21496,93.9419
5.88,0.798617,1.28759,1.11962,0.694432,0.894144,1,1,2,1,1,0.437888,0.681728,50,50,2.78695,3.27292,93.9401
5.89,0.811326,1.27804,1.10701,0.702752,0.898144,1,1,2,1,1,0.419648,0.68736,50,50,2.81128,3.22414,93.9646
5.9,0.749185,1.24359,1.1577,0.69744,0.867328,1,1,2,1,1,0.42672,0.730976,50,50,2.61687,2.89893,94.4842
5.91,0.813312,1.29052,1.10285,0.69504,0.89696,1,1,2,1,1,0.42096,0.681888,50,50,2.86531,3.2657,93.869
5.92,0.785878,1.26518,1.11667,0.693632,0.877568,1,1,2,1,1,0.417952,0.69872,50,50,2.77014,3.1959,94.034
5.93,0.786638,1.25494,1.11555,0.699264,0.877536,1,1,2,1,1,0.418464,0.697088,50,50,2.78609,3.19066,94.0232
5.94,0.788807,1.25356,1.11731,0.703072,0.881344,1,1,2,1,1,0.42768,0.689632,50,50,2.66494,3.34599,93.9891
5.95,0.822228,1.27074,1.0993,0.711296,0.903872,1,1,2,1,1,0.418752,0.680544,50,50,2.87355,3.20164,93.9248
5.96,0.798175,1.25174,1.10099,0.702048,0.878784,1,1,2,1,1,0.419488,0.681504,50,50,2.85145,3.26621,93.8823
5.97,0.782806,1.23352,1.10883,0.70368,0.868,1,1,2,1,1,0.419776,0.689056,50,50,2.82515,3.22642,93.9484
5.98,0.793669,1.27212,1.11603,0.696288,0.88576,1,1,2,1,1,0.426688,0.689344,50,50,2.71162,3.00089,94.2875
5.99,0.79723,1.26394,1.09965,0.6936,0.876672,1,1,2,1,1,0.41936,0.680288,50,50,2.79873,3.27976,93.9215
6,0.794916,1.26217,1.1041,0.69536,0.877664,1,1,2,1,1,0.423328,0.680768,50,50,2.7917,3.23565,93.9727
6.01,0.742542,1.2524,1.18102,0.700224,0.87696,1,1,2,1,1,0.420992,0.760032,50,50,2.67825,3.00281,94.3189
6.02,1.05102,1.6952,1.1215,0.695328,1.17872,1,1,2,1,1,0.441888,0.679616,50,50,2.66211,3.00127,94.3366
6.03,0.796142,1.2621,1.10147,0.694816,0.876928,1,1,2,1,1,0.421888,0.679584,50,50,2.87024,3.21674,93.913
6.04,0.794397,1.25914,1.10115,0.69472,0.874752,1,1,2,1,1,0.419776,0.681376,50,50,2.80825,3.28039,93.9114
6.05,0.809638,1.27595,1.10493,0.70112,0.894592,1,1,2,1,1,0.418528,0.6864,50,50,2.82978,3.21887,93.9513
6.06,0.806882,1.28522,1.10672,0.694816,0.892992,1,1,2,1,1,0.42688,0.67984,50,50,2.75947,3.02915,94.2114
6.07,0.806147,1.27133,1.09939,0.69712,0.886272,1,1,2,1,1,0.419008,0.680384,50,50,2.79776,3.24354,93.9587
6.08,0.807682,1.27855,1.09968,0.694688,0.888192,1,1,2,1,1,0.418304,0.681376,50,50,2.82449,3.21275,93.9628
6.09,0.776729,1.22566,1.12867,0.715264,0.876672,1,1,2,1,1,0.418784,0.709888,50,50,2.72009,3.1285,94.1514
6.1,0.79911,1.28548,1.11472,0.69296,0.890784,1,1,2,1,1,0.427264,0.687456,50,50,2.68478,3.03662,94.2786
6.11,0.791048,1.28152,1.12531,0.694624,0.890176,1,1,2,1,1,0.441792,0.68352,50,50,2.81871,3.13695,94.0443
6.12,0.791447,1.25986,1.10675,0.695264,0.875936,1,1,2,1,1,0.419232,0.68752,50,50,2.7854,3.22835,93.9862
6.13,0.7849,1.23155,1.11219,0.708832,0.87296,1,1,2,1,1,0.419104,0.693088,50,50,2.7892,3.18418,94.0266
6.14,0.785362,1.22704,1.10877,0.709664,0.870784,1,1,2,1,1,0.42896,0.679808,50,50,2.68961,2.98633,94.3241
6.15,0.8006,1.26688,1.09914,0.694592,0.879968,1,1,2,1,1,0.418496,0.68064,50,50,2.82191,3.25668,93.9214
6.16,0.799,1.26138,1.1009,0.697344,0.879616,1,1,2,1,1,0.4216,0.679296,50,50,2.89673,3.26496,93.8383
6.17,0.796559,1.25801,1.10845,0.701856,0.882944,1,1,2,1,1,0.41888,0.689568,50,50,2.79052,3.18141,94.0281
6.18,0.798477,1.26979,1.1055,0.695168,0.88272,1,1,2,1,1,0.423904,0.6816,50,50,2.75372,3.14866,94.0976
6.19,0.796226,1.26254,1.10067,0.694144,0.876384,1,1,2,1,1,0.421312,0.67936,50,50,2.78817,5.26358,91.9482
6.2,0.798876,1.26415,1.09862,0.694272,0.877664,1,1,2,1,1,0.418848,0.679776,50,50,2.78903,3.24338,93.9676
6.21,0.795555,1.26019,1.11005,0.700768,0.883104,1,1,2,1,1,0.424064,0.685984,50,50,2.84143,3.19627,93.9623
6.22,0.799555,1.27312,1.10778,0.695712,0.885728,1,1,2,1,1,0.42912,0.678656,50,50,2.69402,3.00727,94.2987
6.23,0.803809,1.27447,1.10211,0.695104,0.885888,1,1,2,1,1,0.419264,0.682848,50,50,2.80588,3.28034,93.9138
6.24,0.813214,1.28675,1.0985,0.69424,0.893312,1,1,2,1,1,0.418496,0.68,50,50,2.83548,3.21044,93.9541
6.25,0.793536,1.25896,1.10787,0.698304,0.879136,1,1,2,1,1,0.418016,0.689856,50,50,2.79889,3.21425,93.9869
6.26,0.803246,1.28442,1.11002,0.694176,0.891616,1,1,2,1,1,0.430368,0.679648,50,50,2.73243,3.05022,94.2173
6.27,0.806278,1.27417,1.10096,0.696672,0.88768,1,1,2,1,1,0.418592,0.682368,50,50,2.84451,3.23488,93.9206
6.28,0.75072,1.25872,1.16611,0.695488,0.875424,1,1,2,1,1,0.41792,0.748192,50,50,2.65187,3.06841,94.2797
6.29,1.17845,1.8794,1.11254,0.6976,1.31107,1,1,2,1,1,0.418016,0.694528,50,50,2.81226,3.1746,94.0131
6.3,0.789866,1.26719,1.12096,0.69872,0.885408,1,1,2,1,1,0.42976,0.6912,50,50,2.67155,2.98934,94.3391
6.31,0.794406,1.26545,1.10742,0.6952,0.879744,1,1,2,1,1,0.420096,0.687328,50,50,2.84908,3.24795,93.903
6.32,0.797246,1.2565,1.0991,0.697376,0.876256,1,1,2,1,1,0.419232,0.679872,50,50,2.81532,3.21204,93.9726
6.33,0.782868,1.20513,1.11136,0.721952,0.870048,1,1,2,1,1,0.418464,0.692896,50,50,2.77266,3.18965,94.0377
6.34,0.80397,1.22687,1.09795,0.719488,0.88272,1,1,2,1,1,0.418432,0.67952,50,50,2.74119,3.11162,94.1472
6.35,0.799482,1.26199,1.09859,0.695968,0.878304,1,1,2,1,1,0.419072,0.67952,50,50,2.88206,3.24301,93.8749
6.36,0.782523,1.25556,1.11725,0.69632,0.874272,1,1,2,1,1,0.435616,0.681632,50,50,2.86851,3.26908,93.8624
6.37,0.791912,1.24346,1.11261,0.708576,0.881088,1,1,2,1,1,0.41936,0.693248,50,50,2.81435,3.18743,93.9982
6.38,0.765874,1.26118,1.14701,0.696544,0.878464,1,1,2,1,1,0.42768,0.719328,50,50,2.62742,2.91203,94.4605
6.39,0.797909,1.26321,1.10192,0.696032,0.879232,1,1,2,1,1,0.418784,0.683136,50,50,2.81444,3.27534,93.9102
6.4,0.801966,1.26669,1.09734,0.694752,0.880032,1,1,2,1,1,0.417664,0.67968,50,50,2.8169,3.21697,93.9661
6.41,0.798066,1.2577,1.1088,0.703584,0.884896,1,1,2,1,1,0.422624,0.686176,50,50,2.84196,3.19449,93.9636
6.42,0.822215,1.25949,1.10659,0.7224,0.909856,1,1,2,1,1,0.427648,0.678944,50,50,2.70005,3.08149,94.2185
6.43,0.808677,1.27873,1.09904,0.69504,0.888768,1,1,2,1,1,0.419008,0.680032,50,50,2.85464,3.23471,93.9106
6.44,0.803029,1.27311,1.10099,0.694464,0.884128,1,1,2,1,1,0.420576,0.680416,50,50,2.82813,3.24853,93.9233
6.45,0.793742,1.26467,1.11363,0.698944,0.883936,1,1,2,1,1,0.418688,0.694944,50,50,2.81447,3.18721,93.9983
6.46,0.797894,1.27477,1.11229,0.696192,0.887488,1,1,2,1,1,0.429376,0.682912,50,50,2.73363,3.00212,94.2643
6.47,0.794365,1.26422,1.10502,0.694336,0.877792,1,1,2,1,1,0.418304,0.68672,50,50,2.78413,3.2359,93.98
6.48,0.784595,1.22544,1.11715,0.715264,0.876512,1,1,2,1,1,0.41984,0.697312,50,50,2.78601,3.14976,94.0642
6.49,0.779227,1.21446,1.11347,0.714432,0.867648,1,1,2,1,1,0.424384,0.689088,50,50,2.80755,3.25838,93.9341
6.5,0.781585,1.26502,1.1337,0.700448,0.88608,1,1,2,1,1,0.42848,0.705216,50,50,2.65548,2.98309,94.3614
6.51,0.797963,1.24737,1.09984,0.703584,0.877632,1,1,2,1,1,0.420704,0.679136,50,50,2.91797,3.26464,93.8174
6.52,0.79436,1.24187,1.09955,0.703328,0.87344,1,1,2,1,1,0.418912,0.68064,50,50,2.80246,3.25085,93.9467
6.53,0.799727,1.25788,1.10314,0.701344,0.882208,1,1,2,1,1,0.41872,0.684416,50,50,2.80746,3.22994,93.9626
6.54,0.79739,1.2755,1.11552,0.697376,0.889504,1,1,2,1,1,0.435424,0.680096,50,50,2.69268,2.96872,94.3386
6.55,0.801229,1.1741,1.09891,0.74992,0.88048,1,1,2,1,1,0.418688,0.680224,50,50,2.80739,3.31857,93.874
6.56,1.20626,1.93664,1.11408,0.69392,1.34387,1,1,2,1,1,0.432608,0.681472,50,50,2.82158,3.17529,94.0031
6.57,0.771282,1.23801,1.13299,0.705856,0.873856,1,1,2,1,1,0.436608,0.696384,50,50,2.73037,3.13979,94.1298
6.58,0.77323,1.26167,1.13299,0.694368,0.876064,1,1,2,1,1,0.425664,0.707328,50,50,2.64343,3.0085,94.3481
