452 1458 1286 172 11.797 94.8378
#timestep,clever_speedup,fast_speedup,clever_time,fast_time,zero_time,clever_iter,fast_iter,zero_iter,clever_sav,fast_sav,tridiagTime,cuspHintTime,clever_iter_perc_savings,fast_iter_perc_savings,channel%%,current%%,solver%%
9.94,0.620859,0.986914,1.10397,0.694496,0.685408,1,1,1,0,0,0.42192,0.682048,0,0,2.77172,3.20506,94.0232
9.95,0.674486,1.06875,1.10771,0.699072,0.747136,1,1,1,0,0,0.419232,0.68848,0,0,2.83651,3.20295,93.9605
9.96,0.610299,0.985163,1.12102,0.694464,0.68416,1,1,1,0,0,0.439072,0.681952,0,0,2.75589,3.05434,94.1898
9.97,0.58455,0.913845,1.20544,0.771072,0.70464,1,1,1,0,0,0.418464,0.786976,0,0,2.5706,2.95681,94.4726
9.98,0.628258,0.994515,1.09891,0.694208,0.6904,1,1,1,0,0,0.417856,0.681056,0,0,2.81432,3.26286,93.9228
9.99,0.62009,0.979825,1.11782,0.707424,0.693152,1,1,1,0,0,0.41872,0.699104,0,0,2.7712,3.24473,93.9841
10,0.620574,0.970395,1.1071,0.708,0.68704,1,1,1,0,0,0.421824,0.68528,0,0,2.68378,3.0516,94.2646
10.01,0.624459,0.978055,1.10083,0.702848,0.687424,1,1,1,0,0,0.419456,0.681376,0,0,2.86034,3.24791,93.8918
10.02,0.622312,0.974229,1.0983,0.701568,0.683488,1,1,1,0,0,0.418528,0.679776,0,0,2.80341,3.23322,93.9634
10.03,0.620606,0.96432,1.1023,0.709408,0.684096,1,1,1,0,0,0.418432,0.683872,0,0,2.86952,3.25921,93.8713
10.04,0.63047,1.00317,1.10714,0.695808,0.698016,1,1,1,0,0,0.427904,0.679232,0,0,2.69431,3.05119,94.2545
10.05,0.624007,0.988294,1.09968,0.694336,0.686208,1,1,1,0,0,0.41936,0.68032,0,0,2.75436,5.25978,91.9859
10.06,0.623064,0.985656,1.10109,0.696032,0.686048,1,1,1,0,0,0.419808,0.68128,0,0,2.84911,3.24755,93.9033
10.07,0.63302,1.00377,1.10227,0.695136,0.69776,1,1,1,0,0,0.419648,0.682624,0,0,2.80588,3.26671,93.9274
10.08,0.623612,0.995455,1.12378,0.704,0.7008,1,1,1,0,0,0.426528,0.697248,0,0,2.67963,3.02868,94.2917
10.09,0.623383,0.977929,1.10083,0.701728,0.68624,1,1,1,0,0,0.418976,0.681856,0,0,2.7044,3.13142,94.1642
10.1,0.622165,0.965051,1.10067,0.7096,0.6848,1,1,1,0,0,0.41968,0.680992,0,0,2.78104,3.25365,93.9653
10.11,0.621019,0.971435,1.10224,0.70464,0.684512,1,1,1,0,0,0.420224,0.682016,0,0,2.93028,3.26525,93.8045
10.12,0.625039,0.997358,1.12106,0.70256,0.700704,1,1,1,0,0,0.423584,0.697472,0,0,2.70663,2.94363,94.3497
10.13,0.618164,0.948207,1.10883,0.72288,0.68544,1,1,1,0,0,0.426944,0.681888,0,0,2.71609,2.98008,94.3038
10.14,0.624418,0.984046,1.10003,0.698016,0.68688,1,1,1,0,0,0.419072,0.68096,0,0,2.81005,3.22281,93.9671
10.15,0.62858,0.9953,1.09952,0.6944,0.691136,1,1,1,0,0,0.418432,0.681088,0,0,2.8281,3.28442,93.8875
10.16,0.630705,0.98863,1.11616,0.712064,0.703968,1,1,1,0,0,0.418048,0.698112,0,0,2.79327,3.25387,93.9529
10.17,0.636235,1.0129,1.10938,0.696832,0.705824,1,1,1,0,0,0.425152,0.684224,0,0,2.70101,3.00022,94.2988
10.18,0.620571,0.986971,1.10541,0.69504,0.685984,1,1,1,0,0,0.418784,0.686624,0,0,2.79743,3.20017,94.0024
10.19,0.62163,0.973512,1.0992,0.701888,0.683296,1,1,1,0,0,0.41888,0.68032,0,0,2.86035,3.20763,93.932
10.2,0.616794,0.960853,1.10403,0.708704,0.68096,1,1,1,0,0,0.418528,0.685504,0,0,2.79488,3.22256,93.9826
10.21,0.661905,1.04841,1.11098,0.701408,0.73536,1,1,1,0,0,0.428352,0.682624,0,0,2.7765,2.99634,94.2272
10.22,0.607004,0.979199,1.12669,0.698432,0.683904,1,1,1,0,0,0.418432,0.708256,0,0,2.75433,3.18444,94.0612
10.23,0.621022,0.943702,1.10301,0.725856,0.684992,1,1,1,0,0,0.421312,0.681696,0,0,2.81222,3.25912,93.9287
10.24,0.440278,0.97688,1.56003,0.703104,0.686848,1,1,1,0,0,0.432352,1.12768,0,0,2.05317,2.43716,95.5097
10.25,0.617575,0.980459,1.12051,0.705792,0.692,1,1,1,0,0,0.42816,0.692352,0,0,2.69113,2.98206,94.3268
10.26,0.625175,0.989997,1.09926,0.694176,0.687232,1,1,1,0,0,0.419776,0.679488,0,0,2.86214,3.23119,93.9067
10.27,0.688212,1.11311,1.12384,0.694848,0.77344,1,1,1,0,0,0.417888,0.705952,0,0,2.80902,3.14642,94.0446
10.28,0.615506,0.963208,1.11066,0.709728,0.683616,1,1,1,0,0,0.418432,0.692224,0,0,2.78756,3.18849,94.0239
10.29,0.619308,0.990388,1.11805,0.699136,0.692416,1,1,1,0,0,0.427008,0.69104,0,0,2.67351,2.97327,94.3532
10.3,0.62238,0.965586,1.09926,0.708544,0.68416,1,1,1,0,0,0.418016,0.681248,0,0,2.82864,3.28778,93.8836
10.31,0.645425,1.0203,1.10374,0.698208,0.712384,1,1,1,0,0,0.420256,0.683488,0,0,2.84408,3.28226,93.8737
10.32,0.622598,0.980779,1.09888,0.697568,0.68416,1,1,1,0,0,0.41904,0.67984,0,0,2.81432,3.2656,93.9201
10.33,0.614736,0.97848,1.12662,0.707808,0.692576,1,1,1,0,0,0.434144,0.69248,0,0,2.6751,2.95387,94.371
10.34,0.619349,0.984742,1.10707,0.696288,0.685664,1,1,1,0,0,0.426112,0.68096,0,0,2.70395,2.99561,94.3004
10.35,0.631482,0.995638,1.09898,0.697024,0.693984,1,1,1,0,0,0.418112,0.680864,0,0,2.86784,3.24239,93.8898
10.36,0.622606,0.9849,1.09958,0.695104,0.684608,1,1,1,0,0,0.4192,0.680384,0,0,2.86417,3.22493,93.9109
10.37,0.635491,1.01328,1.11062,0.696544,0.705792,1,1,1,0,0,0.422752,0.687872,0,0,2.79245,3.20414,94.0034
10.38,0.618642,0.984366,1.1041,0.693888,0.68304,1,1,1,0,0,0.416704,0.687392,0,0,2.72129,3.10342,94.1753
10.39,0.621244,0.975184,1.10112,0.701472,0.684064,1,1,1,0,0,0.419648,0.681472,0,0,2.79537,3.27036,93.9343
10.4,0.623291,0.985919,1.09997,0.695392,0.6856,1,1,1,0,0,0.42,0.679968,0,0,2.8054,3.29709,93.8975
10.41,0.620613,0.969078,1.11338,0.713024,0.690976,1,1,1,0,0,0.420128,0.693248,0,0,2.87781,3.19367,93.9285
10.42,0.635581,1.09992,1.20099,0.693984,0.763328,1,1,1,0,0,0.425728,0.775264,0,0,2.51539,2.79544,94.6892
10.43,0.616798,0.981267,1.10605,0.695232,0.682208,1,1,1,0,0,0.425472,0.680576,0,0,2.83873,3.17862,93.9827
10.44,0.624388,0.987597,1.09773,0.694016,0.685408,1,1,1,0,0,0.416896,0.680832,0,0,2.82412,3.21034,93.9655
10.45,0.62556,0.973759,1.10099,0.707296,0.688736,1,1,1,0,0,0.418336,0.682656,0,0,2.81602,3.20933,93.9746
10.46,0.626831,1.00335,1.11658,0.697568,0.699904,1,1,1,0,0,0.426304,0.690272,0,0,2.70802,3.27118,94.0208
10.47,0.631294,1.00364,1.10397,0.6944,0.696928,1,1,1,0,0,0.41856,0.685408,0,0,2.8087,3.29859,93.8927
10.48,0.617684,0.980925,1.1056,0.696192,0.682912,1,1,1,0,0,0.41888,0.68672,0,0,2.78654,3.28676,93.9267
10.49,0.623444,0.973108,1.0977,0.703264,0.684352,1,1,1,0,0,0.418208,0.679488,0,0,2.76511,5.23521,91.9997
10.5,0.622627,0.988022,1.11075,0.699968,0.691584,1,1,1,0,0,0.4256,0.685152,0,0,2.66942,2.97388,94.3567
10.51,0.621362,0.956621,1.10163,0.715552,0.684512,1,1,1,0,0,0.420416,0.681216,0,0,2.90132,3.22581,93.8729
10.52,0.440461,0.980496,1.55219,0.69728,0.68368,1,1,1,0,0,0.432064,1.12013,0,0,2.05987,2.41828,95.5219
10.53,0.621373,0.982713,1.10074,0.696,0.683968,1,1,1,0,0,0.419968,0.680768,0,0,2.84685,3.26446,93.8887
10.54,0.619835,0.988563,1.12448,0.705056,0.696992,1,1,1,0,0,0.42784,0.69664,0,0,2.65453,3.02762,94.3178
10.55,0.623791,0.99733,1.1113,0.695072,0.693216,1,1,1,0,0,0.428288,0.683008,0,0,2.68996,3.23446,94.0756
10.56,0.622333,0.986546,1.10099,0.694528,0.685184,1,1,1,0,0,0.420416,0.680576,0,0,2.85699,3.25811,93.8849
10.57,0.631359,0.960763,1.10208,0.724224,0.695808,1,1,1,0,0,0.41872,0.68336,0,0,2.80772,3.21973,93.9725
10.58,0.616931,0.976342,1.12381,0.710112,0.693312,1,1,1,0,0,0.419968,0.70384,0,0,2.76438,3.16351,94.0721
10.59,0.61801,0.975439,1.10838,0.70224,0.684992,1,1,1,0,0,0.427872,0.680512,0,0,2.78783,3.00541,94.2068
10.6,0.621104,0.982281,1.09962,0.695296,0.682976,1,1,1,0,0,0.419104,0.680512,0,0,2.81613,3.23172,93.9522
10.61,0.622681,0.987252,1.10243,0.695328,0.686464,1,1,1,0,0,0.421088,0.681344,0,0,2.86774,3.21939,93.9129
10.62,0.622293,0.967406,1.1096,0.71376,0.690496,1,1,1,0,0,0.418272,0.691328,0,0,2.7759,3.22589,93.9982
10.63,0.621623,0.995902,1.11347,0.695008,0.69216,1,1,1,0,0,0.423424,0.690048,0,0,2.69794,3.04738,94.2547
10.64,0.62252,0.982685,1.09984,0.696736,0.684672,1,1,1,0,0,0.418784,0.681056,0,0,2.83638,3.24626,93.9174
10.65,0.630259,0.997102,1.1007,0.695744,0.693728,1,1,1,0,0,0.419296,0.681408,0,0,2.81944,3.20739,93.9732
10.66,0.609919,0.978361,1.13626,0.708352,0.693024,1,1,1,0,0,0.4208,0.715456,0,0,2.77962,3.13204,94.0883
10.67,0.614432,0.98939,1.12192,0.696736,0.689344,1,1,1,0,0,0.420192,0.701728,0,0,2.71499,2.9464,94.3386
10.68,0.620432,0.970667,1.10256,0.704736,0.684064,1,1,1,0,0,0.419968,0.682592,0,0,2.80218,3.1869,94.0109
10.69,0.622442,0.977197,1.09936,0.700256,0.684288,1,1,1,0,0,0.418304,0.681056,0,0,2.82129,3.2587,93.92
10.7,0.621208,0.984089,1.10237,0.695872,0.6848,1,1,1,0,0,0.420224,0.682144,0,0,2.79581,3.24041,93.9638
10.71,0.617025,0.987111,1.124,0.702592,0.693536,1,1,1,0,0,0.42672,0.69728,0,0,2.73679,3.01851,94.2447
10.72,0.617944,0.984859,1.10819,0.695328,0.6848,1,1,1,0,0,0.425216,0.682976,0,0,2.7765,3.23246,93.991
10.73,0.623355,0.98714,1.09939,0.69424,0.685312,1,1,1,0,0,0.418656,0.680736,0,0,2.80627,3.22475,93.969
10.74,0.617009,1.00674,1.13181,0.693664,0.698336,1,1,1,0,0,0.418624,0.713184,0,0,2.73572,3.14022,94.1241
10.75,0.64312,1.01516,1.11984,0.70944,0.720192,1,1,1,0,0,0.419776,0.700064,0,0,2.79972,3.1732,94.0271
10.76,0.623691,0.995947,1.10947,0.694784,0.691968,1,1,1,0,0,0.426368,0.683104,0,0,2.71894,3.01259,94.2685
10.77,0.603519,0.986447,1.1385,0.696544,0.687104,1,1,1,0,0,0.444256,0.69424,0,0,2.72102,3.10746,94.1715
10.78,0.622464,0.968793,1.09798,0.705472,0.683456,1,1,1,0,0,0.417472,0.680512,0,0,2.81351,3.27878,93.9077
10.79,0.626593,0.981614,1.1097,0.708352,0.695328,1,1,1,0,0,0.41824,0.691456,0,0,2.79358,3.24338,93.963
10.8,0.592015,0.615931,1.16694,1.12163,0.690848,1,1,1,0,0,0.46944,0.697504,0,0,3.3681,2.9442,93.6877
10.81,0.621826,0.982464,1.10138,0.697088,0.684864,1,1,1,0,0,0.420448,0.680928,0,0,2.89729,3.20557,93.8971
10.82,0.621702,0.985202,1.1,0.694144,0.683872,1,1,1,0,0,0.419424,0.680576,0,0,2.84442,3.22968,93.9259
10.83,0.616571,0.974174,1.10806,0.701312,0.6832,1,1,1,0,0,0.418304,0.68976,0,0,2.83357,3.18369,93.9827
10.84,0.633746,1.01667,1.11782,0.6968,0.708416,1,1,1,0,0,0.424224,0.6936,0,0,2.68489,2.9604,94.3547
10.85,0.627281,0.994839,1.10144,0.694496,0.690912,1,1,1,0,0,0.419936,0.681504,0,0,2.80675,3.21629,93.977
10.86,0.629552,0.997745,1.10189,0.695264,0.693696,1,1,1,0,0,0.419552,0.682336,0,0,2.87054,3.26037,93.8691
10.87,0.613312,0.976342,1.11536,0.70064,0.684064,1,1,1,0,0,0.418528,0.696832,0,0,2.76954,3.23607,93.9944
10.88,0.619875,0.923828,1.11382,0.74736,0.690432,1,1,1,0,0,0.428768,0.685056,0,0,2.67291,3.06559,94.2615
10.89,0.624073,0.988297,1.09987,0.694528,0.6864,1,1,1,0,0,0.418368,0.681504,0,0,2.81209,3.25754,93.9304
10.9,0.623112,0.986316,1.09936,0.694528,0.685024,1,1,1,0,0,0.418976,0.680384,0,0,2.81005,3.28021,93.9097
10.91,0.621805,0.992897,1.10064,0.68928,0.684384,1,1,1,0,0,0.420928,0.679712,0,0,2.91975,3.22537,93.8549
10.92,0.617226,0.9816,1.12016,0.704352,0.691392,1,1,1,0,0,0.43136,0.6888,0,0,2.66839,3.1714,94.1602
10.93,0.622178,0.981686,1.10003,0.697184,0.684416,1,1,1,0,0,0.419936,0.680096,0,0,2.71241,3.00861,94.279
10.94,0.636342,1.00538,1.10029,0.696416,0.70016,1,1,1,0,0,0.418592,0.681696,0,0,2.80335,3.24872,93.9479
10.95,0.619168,0.983937,1.10486,0.695264,0.684096,1,1,1,0,0,0.417696,0.687168,0,0,2.7839,3.25741,93.9587
10.96,0.610595,0.96788,1.12598,0.710336,0.68752,1,1,1,0,0,0.428608,0.697376,0,0,2.79989,3.19263,94.0075
10.97,0.613243,0.978816,1.11632,0.699392,0.684576,1,1,1,0,0,0.423616,0.692704,0,0,2.68465,3.00097,94.3144
10.98,0.623305,0.980368,1.09984,0.699264,0.685536,1,1,1,0,0,0.420096,0.679744,0,0,2.80208,3.23948,93.9585
10.99,0.622809,0.986306,1.09907,0.694016,0.684512,1,1,1,0,0,0.418464,0.680608,0,0,2.86879,3.20243,93.9288
11,0.61227,0.980579,1.1136,0.695328,0.681824,1,1,1,0,0,0.421408,0.692192,0,0,2.76779,3.17053,94.0617
11.01,0.621799,0.964572,1.12093,0.722592,0.696992,1,1,1,0,0,0.439808,0.68112,0,0,2.70852,2.98045,94.311
11.02,0.621146,0.983888,1.10109,0.695136,0.683936,1,1,1,0,0,0.418144,0.682944,0,0,2.79264,3.27582,93.9315
11.03,0.627037,0.994692,1.09978,0.69328,0.6896,1,1,1,0,0,0.418784,0.680992,0,0,2.85644,3.29064,93.8529
11.04,0.615181,0.978616,1.11171,0.698848,0.683904,1,1,1,0,0,0.418752,0.69296,0,0,2.77207,3.27239,93.9555
11.05,0.621334,0.986278,1.12166,0.706624,0.696928,1,1,1,0,0,0.420832,0.700832,0,0,2.64369,2.99098,94.3653
11.06,0.621547,0.988622,1.10496,0.694688,0.686784,1,1,1,0,0,0.42032,0.68464,0,0,2.8712,3.2437,93.8851
11.07,0.622111,0.963962,1.09933,0.709472,0.683904,1,1,1,0,0,0.419008,0.68032,0,0,2.86979,3.23603,93.8942
11.08,0.621633,0.962783,1.09997,0.710208,0.683776,1,1,1,0,0,0.419776,0.680192,0,0,2.81066,3.20711,93.9822
11.09,0.440118,0.988708,1.58525,0.705664,0.697696,1,1,1,0,0,0.44976,1.13549,0,0,1.95244,2.18851,95.859
11.1,0.601931,0.980779,1.13661,0.697568,0.68416,1,1,1,0,0,0.4304,0.706208,0,0,2.71545,3.18701,94.0975
11.11,0.622632,0.987941,1.10314,0.695232,0.686848,1,1,1,0,0,0.42096,0.682176,0,0,2.82828,4.04927,93.1224
11.12,0.623023,0.99337,1.10054,0.69024,0.685664,1,1,1,0,0,0.42016,0.680384,0,0,2.79227,3.24308,93.9646
11.13,0.622611,0.985463,1.11494,0.704416,0.694176,1,1,1,0,0,0.42592,0.689024,0,0,2.67226,2.99445,94.3333
11.14,0.629966,1.00138,1.10589,0.695712,0.696672,1,1,1,0,0,0.4232,0.682688,0,0,2.69075,2.99913,94.3101
11.15,0.617668,0.980839,1.10589,0.696416,0.683072,1,1,1,0,0,0.4192,0.686688,0,0,2.84355,3.20783,93.9486
11.16,0.61673,0.984272,1.11053,0.69584,0.684896,1,1,1,0,0,0.420832,0.689696,0,0,2.79493,3.21742,93.9876
11.17,0.617897,0.965787,1.11107,0.710848,0.686528,1,1,1,0,0,0.424224,0.686848,0,0,2.77906,3.17452,94.0464
11.18,0.619107,0.984174,1.1057,0.695552,0.684544,1,1,1,0,0,0.427296,0.6784,0,0,2.70764,3.07575,94.2166
11.19,0.646088,1.02385,1.10147,0.695072,0.711648,1,1,1,0,0,0.418944,0.682528,0,0,2.7906,3.77056,93.4388
11.2,0.621777,0.986838,1.09971,0.692896,0.683776,1,1,1,0,0,0.419232,0.68048,0,0,2.81247,3.25799,93.9295
11.21,0.62101,0.98614,1.11091,0.699584,0.689888,1,1,1,0,0,0.422368,0.688544,0,0,2.84214,3.18861,93.9693
11.22,0.627412,0.998848,1.10595,0.694688,0.693888,1,1,1,0,0,0.4248,0.681152,0,0,2.70986,2.97457,94.3156
11.23,0.630384,0.995585,1.09891,0.695808,0.692736,1,1,1,0,0,0.41888,0.680032,0,0,2.86238,3.25332,93.8843
11.24,0.613977,0.982391,1.11363,0.696,0.683744,1,1,1,0,0,0.41872,0.694912,0,0,2.76675,3.20445,94.0288
11.25,0.621651,0.95886,1.10019,0.71328,0.683936,1,1,1,0,0,0.418944,0.681248,0,0,2.81528,3.21161,93.9731
11.26,0.620764,0.987174,1.11888,0.703584,0.69456,1,1,1,0,0,0.42752,0.69136,0,0,2.73818,3.02924,94.2326
11.27,0.622494,0.966041,1.09824,0.70768,0.683648,1,1,1,0,0,0.419072,0.679168,0,0,2.8154,3.28326,93.9013
11.28,0.619306,0.980478,1.10291,0.69664,0.68304,1,1,1,0,0,0.420448,0.682464,0,0,2.82921,3.31936,93.8514
11.29,0.622152,0.994749,1.10106,0.68864,0.685024,1,1,1,0,0,0.42112,0.679936,0,0,2.79728,3.20977,93.993
11.3,0.61958,0.980353,1.1159,0.705248,0.691392,1,1,1,0,0,0.427168,0.688736,0,0,2.69527,3.31519,93.9895
11.31,0.623445,0.98775,1.10093,0.69488,0.686368,1,1,1,0,0,0.419744,0.681184,0,0,2.89768,3.23056,93.8718
11.32,0.630103,0.996684,1.09894,0.694752,0.692448,1,1,1,0,0,0.418688,0.680256,0,0,2.7907,3.25034,93.959
11.33,0.617594,0.981425,1.10877,0.697728,0.684768,1,1,1,0,0,0.419584,0.689184,0,0,2.77846,3.20716,94.0144
11.34,0.616475,0.909569,1.12147,0.760096,0.69136,1,1,1,0,0,0.426592,0.69488,0,0,2.74532,3.11333,94.1413
11.35,0.618089,0.978117,1.10845,0.700448,0.68512,1,1,1,0,0,0.425312,0.683136,0,0,3.1476,3.023,93.8294
11.36,0.619472,0.910758,1.10339,0.750496,0.68352,1,1,1,0,0,0.42112,0.682272,0,0,2.8776,3.25057,93.8718
11.37,0.444775,0.959575,1.53872,0.713216,0.684384,1,1,1,0,0,0.430368,1.10835,0,0,2.07684,2.45011,95.473
11.38,0.616382,0.978421,1.12045,0.705856,0.690624,1,1,1,0,0,0.428736,0.691712,0,0,2.76252,2.96177,94.2757
11.39,0.620003,0.986224,1.10477,0.694528,0.68496,1,1,1,0,0,0.421888,0.68288,0,0,2.741,3.00581,94.2532
11.4,0.623617,0.98442,1.09914,0.696288,0.68544,1,1,1,0,0,0.419456,0.67968,0,0,2.82745,3.24856,93.924
11.41,0.621009,0.981123,1.10339,0.6984,0.685216,1,1,1,0,0,0.420928,0.682464,0,0,2.86259,3.22212,93.9153
11.42,0.629319,0.980582,1.10672,0.710272,0.69648,1,1,1,0,0,0.418496,0.688224,0,0,2.80072,3.24894,93.9503
11.43,0.633965,1.01609,1.11229,0.693984,0.705152,1,1,1,0,0,0.430592,0.681696,0,0,2.74262,3.05699,94.2004
11.44,0.612499,0.978313,1.11475,0.69792,0.682784,1,1,1,0,0,0.4192,0.695552,0,0,2.77688,3.21405,94.0091
11.45,0.62508,0.939951,1.09702,0.729536,0.685728,1,1,1,0,0,0.418816,0.678208,0,0,2.80853,3.25789,93.9336
11.46,0.62406,0.967121,1.10256,0.711456,0.688064,1,1,1,0,0,0.419872,0.682688,0,0,2.83821,3.22264,93.9391
11.47,0.625261,1.00899,1.11958,0.693792,0.700032,1,1,1,0,0,0.425888,0.693696,0,0,2.72529,2.9625,94.3122
11.48,0.622738,0.986903,1.09971,0.69392,0.684832,1,1,1,0,0,0.419552,0.68016,0,0,2.83738,3.22281,93.9398
11.49,0.620435,0.988958,1.104,0.692608,0.68496,1,1,1,0,0,0.4248,0.6792,0,0,2.79254,3.21482,93.9926
11.5,0.625241,0.989248,1.09715,0.69344,0.685984,1,1,1,0,0,0.41808,0.679072,0,0,2.80502,3.27617,93.9188
11.51,0.62695,0.989183,1.12019,0.709984,0.702304,1,1,1,0,0,0.424896,0.695296,0,0,2.71158,3.02663,94.2618
11.52,0.62807,0.995073,1.10102,0.694944,0.69152,1,1,1,0,0,0.419744,0.68128,0,0,2.80894,3.26755,93.9235
11.53,0.618608,0.983303,1.10886,0.6976,0.685952,1,1,1,0,0,0.419712,0.689152,0,0,2.79519,3.16698,94.0378
11.54,0.609154,0.967467,1.12634,0.709184,0.686112,1,1,1,0,0,0.4184,0.707936,0,0,2.73284,3.14731,94.1198
11.55,0.61828,0.969875,1.12141,0.71488,0.693344,1,1,1,0,0,0.427392,0.694016,0,0,2.81278,3.04113,94.1461
11.56,0.620972,0.9736,1.10227,0.70304,0.68448,1,1,1,0,0,0.42096,0.681312,0,0,2.74351,3.03619,94.2203
11.57,0.622613,0.98406,1.09782,0.694592,0.68352,1,1,1,0,0,0.4184,0.679424,0,0,2.81544,3.22625,93.9583
11.58,0.619978,0.982092,1.10394,0.696896,0.684416,1,1,1,0,0,0.421568,0.682368,0,0,2.778,3.26552,93.9565
11.59,0.622832,0.931901,1.10525,0.738688,0.688384,1,1,1,0,0,0.418624,0.686624,0,0,2.79138,3.24029,93.9683
11.6,0.636743,1.01189,1.10326,0.69424,0.702496,1,1,1,0,0,0.42128,0.681984,0,0,2.70071,3.05606,94.2432
11.61,0.637764,1.00911,1.1009,0.695776,0.702112,1,1,1,0,0,0.420128,0.680768,0,0,2.84763,3.2244,93.928
11.62,0.61676,0.982875,1.10778,0.695136,0.683232,1,1,1,0,0,0.41904,0.688736,0,0,2.78283,3.2308,93.9864
11.63,0.640468,1.01188,1.11478,0.7056,0.713984,1,1,1,0,0,0.41808,0.696704,0,0,2.81481,3.16835,94.0168
11.64,0.623624,0.969979,1.10749,0.712032,0.690656,1,1,1,0,0,0.42304,0.684448,0,0,2.68636,3.02147,94.2922
11.65,0.670552,1.07047,1.11197,0.696544,0.745632,1,1,1,0,0,0.431776,0.680192,0,0,2.80525,3.28361,93.9111
11.66,0.617552,0.97364,1.11392,0.706528,0.687904,1,1,1,0,0,0.432864,0.681056,0,0,2.89656,3.30881,93.7946
11.67,0.612232,0.977397,1.11654,0.699392,0.683584,1,1,1,0,0,0.419968,0.696576,0,0,2.76715,3.21981,94.013
11.68,0.618872,1.00378,1.12592,0.694176,0.6968,1,1,1,0,0,0.433856,0.692064,0,0,2.64096,3.02169,94.3373
11.69,0.623422,0.987516,1.10035,0.694656,0.685984,1,1,1,0,0,0.419328,0.681024,0,0,2.82294,3.20826,93.9688
11.7,0.631211,0.998203,1.09808,0.694368,0.69312,1,1,1,0,0,0.4176,0.68048,0,0,2.82076,3.20416,93.9751
11.71,0.636481,0.998991,1.09542,0.69792,0.697216,1,1,1,0,0,0.418144,0.67728,0,0,2.9115,3.24049,93.848
11.72,0.616446,0.978596,1.12973,0.711648,0.696416,1,1,1,0,0,0.428352,0.701376,0,0,2.6441,2.97027,94.3856
11.73,0.624934,0.974704,1.09702,0.70336,0.685568,1,1,1,0,0,0.418464,0.67856,0,0,2.81204,3.22864,93.9593
11.74,0.621637,0.967141,1.1015,0.708,0.684736,1,1,1,0,0,0.419296,0.682208,0,0,2.83173,3.26277,93.9055
11.75,0.621645,0.98421,1.10051,0.695104,0.684128,1,1,1,0,0,0.419264,0.681248,0,0,2.80501,3.26387,93.9311
11.76,0.620256,0.989046,1.12733,0.706976,0.699232,1,1,1,0,0,0.428576,0.698752,0,0,2.73668,3.02025,94.2431
11.77,0.619605,0.983684,1.10538,0.696256,0.684896,1,1,1,0,0,0.425216,0.68016,0,0,2.73027,3.05212,94.2176
11.78,0.623866,0.986531,1.09706,0.69376,0.684416,1,1,1,0,0,0.416544,0.680512,0,0,2.81987,3.23093,93.9492
11.79,0.627818,0.992688,1.10019,0.695808,0.69072,1,1,1,0,0,0.419104,0.681088,0,0,2.85207,3.2236,93.9243
11.8,0.623259,0.995983,1.10752,0.693056,0.690272,1,1,1,0,0,0.417696,0.689824,0,0,2.77891,3.20539,94.0157
11.81,0.62965,1.0005,1.1097,0.698368,0.69872,1,1,1,0,0,0.427744,0.681952,0,0,2.7487,2.96892,94.2824
11.82,0.619818,0.98361,1.10608,0.696992,0.685568,1,1,1,0,0,0.418784,0.687296,0,0,2.84116,3.27303,93.8858
11.83,0.621155,0.973148,1.09968,0.70192,0.683072,1,1,1,0,0,0.418368,0.681312,0,0,2.83091,3.26538,93.9037
11.84,0.615362,0.9711,1.10608,0.700896,0.68064,1,1,1,0,0,0.418976,0.687104,0,0,2.80315,3.21914,93.9777
11.85,0.616419,0.999908,1.12806,0.695424,0.69536,1,1,1,0,0,0.437888,0.690176,0,0,2.65349,2.95606,94.3904
11.86,0.621682,0.981844,1.09952,0.696192,0.683552,1,1,1,0,0,0.42016,0.67936,0,0,2.8868,3.27188,93.8413
11.87,0.621744,0.98544,1.1008,0.694528,0.684416,1,1,1,0,0,0.418816,0.681984,0,0,2.84263,3.22219,93.9352
11.88,0.635519,0.993351,1.09824,0.702624,0.697952,1,1,1,0,0,0.419008,0.679232,0,0,2.8063,3.23066,93.963
11.89,0.624779,0.958756,1.12275,0.731648,0.701472,1,1,1,0,0,0.430272,0.69248,0,0,2.72588,2.95438,94.3197
11.9,0.618688,0.983325,1.10717,0.696608,0.684992,1,1,1,0,0,0.4184,0.688768,0,0,2.79415,3.25576,93.9501
11.91,0.614158,0.984641,1.11565,0.695872,0.685184,1,1,1,0,0,0.420384,0.695264,0,0,2.80346,3.21589,93.9807
11.92,0.622846,0.972725,1.10122,0.70512,0.685888,1,1,1,0,0,0.419744,0.681472,0,0,2.8066,3.24069,93.9527
11.93,0.624006,0.996722,1.12266,0.702848,0.700544,1,1,1,0,0,0.42768,0.694976,0,0,2.68025,3.00554,94.3142
11.94,0.704602,1.11362,1.10083,0.696512,0.775648,1,1,1,0,0,0.419328,0.681504,0,0,2.82867,3.24369,93.9277
11.95,0.472889,0.986364,1.44886,0.694624,0.685152,1,1,1,0,0,0.767072,0.681792,0,0,2.19748,2.50058,95.3019
11.96,0.61419,0.983338,1.11309,0.695232,0.683648,1,1,1,0,0,0.433056,0.680032,0,0,2.90817,3.25348,93.8383
11.97,0.604164,0.963524,1.12208,0.703584,0.67792,1,1,1,0,0,0.431008,0.691072,0,0,2.6587,2.98162,94.3597
