0,0.145797
0.01,0.287534
0.02,0.425347
0.03,0.559367
0.04,0.689721
0.05,0.816533
0.06,0.939919
0.07,1.05999
0.08,1.17687
0.09,1.29065
0.1,1.40143
0.11,1.50933
0.12,1.61442
0.13,1.71681
0.14,1.81658
0.15,1.91382
0.16,2.00861
0.17,2.10104
0.18,2.19117
0.19,2.27909
0.2,2.36487
0.21,2.44858
0.22,2.53028
0.23,2.61004
0.24,2.68792
0.25,2.76399
0.26,2.8383
0.27,2.91091
0.28,2.98188
0.29,3.05126
0.3,3.11909
0.31,3.18544
0.32,3.25035
0.33,3.31386
0.34,3.37602
0.35,3.43687
0.36,3.49645
0.37,3.55482
0.38,3.612
0.39,3.66803
0.4,3.72295
0.41,3.77679
0.42,3.8296
0.43,3.8814
0.44,3.93222
0.45,3.9821
0.46,4.03106
0.47,4.07914
0.48,4.12636
0.49,4.17275
0.5,4.21834
0.51,4.26315
0.52,4.30721
0.53,4.35054
0.54,4.39316
0.55,4.4351
0.56,4.47637
0.57,4.51701
0.58,4.55702
0.59,4.59643
0.6,4.63526
0.61,4.67352
0.62,4.71124
0.63,4.74842
0.64,4.7851
0.65,4.82128
0.66,4.85698
0.67,4.89221
0.68,4.92699
0.69,4.96133
0.7,4.99526
0.71,5.02877
0.72,5.06189
0.73,5.09462
0.74,5.12698
0.75,5.15899
0.76,5.19064
0.77,5.22196
0.78,5.25295
0.79,5.28363
0.8,5.314
0.81,5.34408
0.82,5.37387
0.83,5.40339
0.84,5.43264
0.85,5.46163
0.86,5.49038
0.87,5.51888
0.88,5.54715
0.89,5.57519
0.9,5.60302
0.91,5.63064
0.92,5.65806
0.93,5.68528
0.94,5.71232
0.95,5.73918
0.96,5.76586
0.97,5.79237
0.98,5.81872
0.99,5.84492
1,5.87097
1.01,5.89687
1.02,5.92264
1.03,5.94828
1.04,5.97379
1.05,5.99918
1.06,6.02445
1.07,6.04962
1.08,6.07467
1.09,6.09963
1.1,6.1245
1.11,6.14927
1.12,6.17396
1.13,6.19857
1.14,6.2231
1.15,6.24756
1.16,6.27195
1.17,6.29628
1.18,6.32055
1.19,6.34476
1.2,6.36893
1.21,6.39304
1.22,6.41712
1.23,6.44116
1.24,6.46516
1.25,6.48913
1.26,6.51308
1.27,6.537
1.28,6.5609
1.29,6.58479
1.3,6.60867
1.31,6.63253
1.32,6.6564
1.33,6.68026
1.34,6.70413
1.35,6.728
1.36,6.75188
1.37,6.77578
1.38,6.79969
1.39,6.82362
1.4,6.84758
1.41,6.87156
1.42,6.89558
1.43,6.91963
1.44,6.94371
1.45,6.96784
1.46,6.99202
1.47,7.01624
1.48,7.04051
1.49,7.06484
1.5,7.08923
1.51,7.11368
1.52,7.1382
1.53,7.16279
1.54,7.18745
1.55,7.21218
1.56,7.237
1.57,7.2619
1.58,7.28689
1.59,7.31197
1.6,7.33714
1.61,7.36242
1.62,7.38779
1.63,7.41328
1.64,7.43887
1.65,7.46458
1.66,7.49041
1.67,7.51636
1.68,7.54243
1.69,7.56864
1.7,7.59498
1.71,7.62147
1.72,7.64809
1.73,7.67486
1.74,7.70179
1.75,7.72888
1.76,7.75612
1.77,7.78353
1.78,7.81112
1.79,7.83888
1.8,7.86682
1.81,7.89495
1.82,7.92327
1.83,7.95179
1.84,7.98051
1.85,8.00943
1.86,8.03858
1.87,8.06794
1.88,8.09752
1.89,8.12734
1.9,8.1574
1.91,8.1877
1.92,8.21825
1.93,8.24906
1.94,8.28013
1.95,8.31147
1.96,8.34309
1.97,8.375
1.98,8.4072
1.99,8.4397
2,8.47251
2.01,8.50564
2.02,8.53909
2.03,8.57288
2.04,8.60701
2.05,8.64149
2.06,8.67633
2.07,8.71155
2.08,8.74714
2.09,8.78313
2.1,8.81952
2.11,8.85633
2.12,8.89355
2.13,8.93122
2.14,8.96933
2.15,9.0079
2.16,9.04694
2.17,9.08647
2.18,9.1265
2.19,9.16705
2.2,9.20812
2.21,9.24974
2.22,9.29191
2.23,9.33466
2.24,9.378
2.25,9.42195
2.26,9.46653
2.27,9.51176
2.28,9.55764
2.29,9.60421
2.3,9.65149
2.31,9.69949
2.32,9.74824
2.33,9.79777
2.34,9.84808
2.35,9.89922
2.36,9.9512
2.37,10.0041
2.38,10.0578
2.39,10.1125
2.4,10.1681
2.41,10.2248
2.42,10.2824
2.43,10.3412
2.44,10.401
2.45,10.4619
2.46,10.524
2.47,10.5873
2.48,10.6519
2.49,10.7177
2.5,10.7849
2.51,10.8535
2.52,10.9235
2.53,10.995
2.54,11.068
2.55,11.1427
2.56,11.2189
2.57,11.2969
2.58,11.3767
2.59,11.4584
2.6,11.5419
2.61,11.6274
2.62,11.715
2.63,11.8048
2.64,11.8968
2.65,11.9911
